experiment,base_name,ROI,channel,x,y,intensity,probability
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,22,2,443,535,44644.04,0.586
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,19,2,1851,529,24809.98,0.706
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,21,2,530,529,29566.0,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,20,2,198,525,2010.0,0.455
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,19,2,1868,523,2533.0,0.442
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,18,2,1662,522,3067.36,0.494
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,22,2,459,516,3974.0,0.496
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,20,2,191,516,2107.0,0.458
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,21,2,560,514,26394.2,0.614
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,19,2,1907,508,1982.0,0.419
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,18,2,1700,506,45200.62,0.643
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,21,2,528,504,2655.0,0.369
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,22,2,447,495,2997.69,0.504
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,20,2,207,494,23078.16,0.629
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,19,2,1855,490,20589.72,0.584
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,18,2,1665,487,27240.66,0.661
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,17,2,1232,474,21994.01,0.592
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,17,2,1262,455,3809.0,0.371
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,17,2,1237,455,2822.0,0.425
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,15,2,966,444,22788.64,0.61
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,15,2,981,419,1603.0,0.382
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,15,2,950,419,2250.84,0.498
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,15,2,994,416,2546.0,0.442
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,15,2,1016,412,25024.39,0.632
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,14,2,382,409,12045.73,0.497
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,14,2,389,405,13358.93,0.495
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,14,2,369,401,15648.83,0.576
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,12,2,1746,367,13856.7,0.569
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,12,2,1778,356,1887.0,0.424
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,12,2,1753,331,19215.96,0.591
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,10,2,226,330,18486.3,0.588
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,11,2,2037,324,15401.72,0.652
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,10,2,199,298,2513.0,0.442
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,10,2,218,288,18851.08,0.605
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,9,2,785,282,18978.54,0.591
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,8,2,359,268,2918.54,0.505
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,9,2,764,257,25411.34,0.602
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,8,2,383,253,38109.0,0.49
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,8,2,380,250,38158.52,0.561
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,6,2,1163,230,1956.0,0.38
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,6,2,1158,230,1958.0,0.432
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,7,2,1720,228,14138.8,0.587
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,8,2,405,222,3452.02,0.498
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,7,2,1689,211,9222.78,0.569
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,6,2,1108,197,33601.43,0.728
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,5,2,64,180,1647.0,0.398
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,6,2,1146,173,1989.0,0.451
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,5,2,37,143,9897.52,0.535
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,5,2,51,136,12716.2,0.587
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,4,2,1143,96,27877.9,0.635
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,3,2,874,92,7852.44,0.532
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,3,2,868,87,5254.89,0.497
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,4,2,1173,82,19826.99,0.664
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,4,2,1122,70,1876.0,0.408
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-003_004_MIP,3,2,891,68,10351.99,0.543
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,82,2,653,2037,22240.78,0.532
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,80,2,1230,2023,16174.12,0.595
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,79,2,1301,2000,37380.11,0.646
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,79,2,1356,1996,36486.56,0.684
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,80,2,1242,1995,1956.0,0.413
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,78,2,1927,1967,24922.57,0.609
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,77,2,1612,1965,14441.49,0.606
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,76,2,1163,1963,16225.0,0.465
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,76,2,1183,1959,2313.0,0.434
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,76,2,1161,1956,18391.22,0.523
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,78,2,1936,1955,8314.31,0.494
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,77,2,1622,1949,17680.64,0.611
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,73,2,508,1949,21156.76,0.672
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,76,2,1155,1930,1935.01,0.496
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,74,2,962,1925,2673.55,0.485
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,74,2,973,1907,1703.0,0.462
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,72,2,1431,1906,25787.81,0.605
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,74,2,939,1903,25193.16,0.655
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,74,2,961,1897,2047.0,0.454
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,72,2,1426,1892,17911.96,0.566
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,74,2,911,1884,27416.76,0.617
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,71,2,38,1875,2527.0,0.46
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,72,2,1394,1867,1715.0,0.393
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,71,2,90,1861,33041.48,0.756
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,71,2,63,1850,5212.55,0.467
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,70,2,1019,1846,15123.43,0.57
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,70,2,1031,1820,18297.0,0.587
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,69,2,2026,1760,20465.97,0.65
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,68,2,824,1747,3949.1,0.505
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,68,2,794,1745,24556.03,0.621
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,67,2,766,1725,45450.14,0.639
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,68,2,815,1713,2374.0,0.427
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,68,2,836,1703,2369.0,0.381
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,66,2,373,1701,12781.82,0.729
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,67,2,741,1699,21036.25,0.594
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,68,2,797,1697,2624.0,0.454
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,66,2,330,1696,18827.41,0.603
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,67,2,761,1683,5911.27,0.491
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,66,2,327,1667,2143.0,0.413
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,65,2,1053,1666,28131.39,0.693
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,64,2,1212,1660,14483.4,0.524
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,65,2,1074,1660,2714.0,0.408
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,64,2,1219,1657,19139.36,0.608
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,64,2,1201,1640,6371.77,0.53
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,65,2,1032,1638,34675.39,0.603
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,63,2,608,1616,1862.0,0.443
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,62,2,1166,1590,8039.5,0.488
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,62,2,1167,1588,9121.0,0.414
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,63,2,638,1587,5293.0,0.369
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,63,2,640,1586,4515.0,0.465
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,63,2,632,1585,3863.0,0.421
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,63,2,581,1585,2328.95,0.489
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,62,2,1167,1578,14409.23,0.505
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,61,2,599,1559,2884.0,0.476
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,61,2,609,1558,3584.64,0.498
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,62,2,1168,1550,5127.91,0.493
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,61,2,583,1542,19236.64,0.588
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,62,2,1171,1540,13437.11,0.6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,60,2,835,1525,24135.84,0.616
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,61,2,610,1519,16864.0,0.457
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,60,2,826,1516,12780.99,0.53
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,61,2,612,1515,23494.4,0.559
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,60,2,802,1503,2212.9,0.484
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,58,2,891,1495,22242.86,0.631
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,57,2,103,1464,22580.86,0.652
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,58,2,925,1460,8410.62,0.496
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,58,2,912,1457,10061.35,0.532
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,56,2,1961,1447,22171.55,0.561
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,57,2,99,1448,13137.01,0.554
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,56,2,1983,1418,12178.84,0.602
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,55,2,335,1390,26628.73,0.61
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,55,2,275,1379,17460.55,0.701
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,54,2,89,1372,29883.66,0.678
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,53,2,1656,1364,15298.04,0.619
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,54,2,103,1357,23427.68,0.601
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,52,2,338,1339,16016.75,0.561
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,49,2,496,1303,1761.01,0.484
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,52,2,348,1302,2519.0,0.492
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,49,2,533,1294,2825.0,0.423
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,49,2,546,1286,3014.0,0.431
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,51,2,1972,1280,15465.44,0.534
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,52,2,335,1278,19873.02,0.59
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,51,2,1982,1263,22218.88,0.629
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,49,2,498,1262,17542.13,0.488
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,49,2,493,1260,17722.37,0.518
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,49,2,527,1259,3417.26,0.488
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,48,2,344,1152,24179.22,0.596
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,47,2,1176,1144,20031.8,0.596
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,48,2,358,1144,20087.47,0.616
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,46,2,228,1136,17120.8,0.699
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,48,2,349,1133,3653.0,0.476
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,47,2,1151,1133,1820.75,0.478
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,45,2,1744,1128,24693.99,0.641
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,47,2,1186,1125,20722.91,0.587
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,44,2,288,1118,15057.7,0.695
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,44,2,327,1110,13777.38,0.594
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,46,2,241,1096,2272.32,0.488
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,45,2,1734,1096,12046.86,0.502
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,45,2,1728,1093,16734.84,0.577
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,42,2,775,1082,19795.3,0.629
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,43,2,41,1077,5952.0,0.423
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,43,2,25,1073,8194.59,0.497
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,39,2,2030,1057,1671.0,0.384
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,40,2,503,1057,8642.0,0.44
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,40,2,497,1056,7500.22,0.504
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,42,2,792,1056,29303.93,0.668
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,40,2,508,1056,15729.05,0.567
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,40,2,540,1055,2848.5,0.486
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,41,2,1492,1053,14229.17,0.525
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,41,2,1494,1049,10355.0,0.483
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,39,2,2023,1042,10044.09,0.611
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,40,2,520,1041,17639.59,0.6
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,39,2,2027,1028,7140.29,0.493
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,39,2,2034,1025,10664.55,0.531
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,40,2,534,1021,1677.0,0.4
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,37,2,1539,1020,43159.25,0.619
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,37,2,1551,980,3942.38,0.487
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,37,2,1552,972,4394.73,0.498
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,36,2,967,970,1861.0,0.471
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,37,2,1515,960,33809.22,0.677
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,36,2,974,956,10320.19,0.543
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,35,2,397,954,1820.0,0.471
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,36,2,980,946,5235.0,0.476
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,35,2,439,938,2489.86,0.462
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,35,2,411,932,1851.0,0.431
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,36,2,997,929,29464.62,0.628
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,35,2,405,920,3047.0,0.464
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,33,2,104,910,21675.03,0.568
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,35,2,401,899,21664.74,0.52
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,35,2,430,897,31952.34,0.602
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,33,2,89,891,27872.55,0.682
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,32,2,809,885,44930.65,0.607
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,33,2,58,879,1899.75,0.506
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,31,2,534,864,23288.55,0.703
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,28,2,1696,861,25031.17,0.709
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,30,2,2012,856,21389.94,0.58
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,30,2,1982,853,2155.88,0.48
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,32,2,811,849,32590.49,0.668
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,31,2,560,849,2253.4,0.471
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,32,2,759,847,2530.44,0.497
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,29,2,473,845,14731.29,0.687
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,29,2,498,834,12545.58,0.599
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,30,2,1963,829,16823.62,0.668
02062025_AK_FISH_blood,02062025_AK_FISH_chr8-only_1_MMStack_Pos-1-004_002_MIP,31,2,529,827,5802.26,0.497
